displayname,year,median_oa_perc
University of Toledo,2008-01-01,0.07142857142857142
University of Toledo,2009-01-01,0.08631332481907195
University of Toledo,2010-01-01,0.09796081567373051
University of Toledo,2011-01-01,0.09090909090909091
University of Toledo,2012-01-01,0.1111111111111111
University of Toledo,2013-01-01,0.11677489177489178
University of Toledo,2014-01-01,0.1111111111111111
University of Toledo,2015-01-01,0.14634146341463414
University of Toledo,2016-01-01,0.17647058823529413
University of Toledo,2017-01-01,0.19836065573770492
University of Tulsa,2007-01-01,0.032782515991471216
University of Tulsa,2008-01-01,0.0469991173874669
University of Tulsa,2009-01-01,0.05128205128205128
University of Tulsa,2010-01-01,0.05555555555555555
University of Tulsa,2011-01-01,0.05660377358490566
University of Tulsa,2012-01-01,0.058823529411764705
University of Tulsa,2013-01-01,0.07915921288014312
University of Tulsa,2014-01-01,0.07275132275132275
University of Tulsa,2015-01-01,0.0743212149102623
University of Tulsa,2016-01-01,0.08695652173913043
University of Tulsa,2017-01-01,0.07692307692307693
University of Utah,2007-01-01,0.10752688172043011
University of Utah,2008-01-01,0.11764705882352941
University of Utah,2009-01-01,0.1346153846153846
University of Utah,2010-01-01,0.16
University of Utah,2011-01-01,0.18118686868686867
University of Utah,2012-01-01,0.18421052631578946
University of Utah,2013-01-01,0.2
University of Utah,2014-01-01,0.2
University of Utah,2015-01-01,0.23368794326241135
University of Utah,2016-01-01,0.24074074074074073
University of Utah,2017-01-01,0.2510162601626016
University of Virginia,2007-01-01,0.0945945945945946
University of Virginia,2008-01-01,0.1111111111111111
University of Virginia,2009-01-01,0.12903225806451613
University of Virginia,2010-01-01,0.14784456587735276
University of Virginia,2011-01-01,0.1590909090909091
University of Virginia,2012-01-01,0.18118686868686867
University of Virginia,2013-01-01,0.19082633053221287
University of Virginia,2014-01-01,0.2
University of Virginia,2015-01-01,0.20689655172413793
University of Virginia,2016-01-01,0.23076923076923078
University of Virginia,2017-01-01,0.25
University of Washington,2007-01-01,0.13157894736842105
University of Washington,2008-01-01,0.14285714285714285
University of Washington,2009-01-01,0.15954545454545455
University of Washington,2010-01-01,0.18604651162790697
University of Washington,2011-01-01,0.2
University of Washington,2012-01-01,0.21375584583131751
University of Washington,2013-01-01,0.22784810126582278
University of Washington,2014-01-01,0.24074074074074073
University of Washington,2015-01-01,0.25
University of Washington,2016-01-01,0.2765957446808511
University of Washington,2017-01-01,0.2907389081312881
"University of Wisconsin-
Madison",2007-01-01,0.1
"University of Wisconsin-
Madison",2008-01-01,0.11224489795918367
"University of Wisconsin-
Madison",2009-01-01,0.1293309438470729
"University of Wisconsin-
Madison",2010-01-01,0.14285714285714285
"University of Wisconsin-
Madison",2011-01-01,0.16129032258064516
"University of Wisconsin-
Madison",2012-01-01,0.17857142857142858
"University of Wisconsin-
Madison",2013-01-01,0.1875
"University of Wisconsin-
Madison",2014-01-01,0.2
"University of Wisconsin-
Madison",2015-01-01,0.21428571428571427
"University of Wisconsin-
Madison",2016-01-01,0.23368794326241135
"University of Wisconsin-
Madison",2017-01-01,0.25
"University of Wisconsin–
Milwaukee",2007-01-01,0.05555555555555555
"University of Wisconsin–
Milwaukee",2008-01-01,0.058823529411764705
"University of Wisconsin–
Milwaukee",2009-01-01,0.07407407407407407
"University of Wisconsin–
Milwaukee",2010-01-01,0.07692307692307693
"University of Wisconsin–
Milwaukee",2011-01-01,0.1111111111111111
"University of Wisconsin–
Milwaukee",2012-01-01,0.1111111111111111
"University of Wisconsin–
Milwaukee",2013-01-01,0.1111111111111111
"University of Wisconsin–
Milwaukee",2014-01-01,0.11428571428571428
"University of Wisconsin–
Milwaukee",2015-01-01,0.14240648940964398
"University of Wisconsin–
Milwaukee",2016-01-01,0.16666666666666666
"University of Wisconsin–
Milwaukee",2017-01-01,0.16666666666666666
Vanderbilt University,2007-01-01,0.1276595744680851
Vanderbilt University,2008-01-01,0.140625
Vanderbilt University,2009-01-01,0.16
Vanderbilt University,2010-01-01,0.19444444444444445
Vanderbilt University,2011-01-01,0.2
Vanderbilt University,2012-01-01,0.22727272727272727
Vanderbilt University,2013-01-01,0.25
Vanderbilt University,2014-01-01,0.2631578947368421
Vanderbilt University,2015-01-01,0.2777777777777778
Vanderbilt University,2016-01-01,0.30357142857142855
Vanderbilt University,2017-01-01,0.3076923076923077
Wake Forest University,2007-01-01,0.14285714285714285
Wake Forest University,2008-01-01,0.16152751423149905
Wake Forest University,2009-01-01,0.1839419978517723
Wake Forest University,2010-01-01,0.2
Wake Forest University,2011-01-01,0.2222222222222222
Wake Forest University,2012-01-01,0.23684210526315788
Wake Forest University,2013-01-01,0.25
Wake Forest University,2014-01-01,0.2564102564102564
Wake Forest University,2015-01-01,0.2903225806451613
Wake Forest University,2016-01-01,0.30434782608695654
Wake Forest University,2017-01-01,0.3235294117647059
Washington State University,2007-01-01,0.07114735658042745
Washington State University,2008-01-01,0.07142857142857142
Washington State University,2009-01-01,0.07692307692307693
Washington State University,2010-01-01,0.08571428571428572
Washington State University,2011-01-01,0.10256410256410256
Washington State University,2012-01-01,0.10743801652892562
Washington State University,2013-01-01,0.125
Washington State University,2014-01-01,0.11506935687263556
Washington State University,2015-01-01,0.13793103448275862
Washington State University,2016-01-01,0.14564393939393938
Washington State University,2017-01-01,0.15384615384615385
"Washington University in St.
Louis",2007-01-01,0.1550509956289461
"Washington University in St.
Louis",2008-01-01,0.17445652173913043
"Washington University in St.
Louis",2009-01-01,0.19230769230769232
"Washington University in St.
Louis",2010-01-01,0.21428571428571427
"Washington University in St.
Louis",2011-01-01,0.2222222222222222
"Washington University in St.
Louis",2012-01-01,0.25
"Washington University in St.
Louis",2013-01-01,0.2608695652173913
"Washington University in St.
Louis",2014-01-01,0.2857142857142857
"Washington University in St.
Louis",2015-01-01,0.29587542087542085
"Washington University in St.
Louis",2016-01-01,0.32142857142857145
"Washington University in St.
Louis",2017-01-01,0.3333333333333333
Wayne State University,2007-01-01,0.11764705882352941
Wayne State University,2008-01-01,0.125
Wayne State University,2009-01-01,0.14285714285714285
Wayne State University,2010-01-01,0.16666666666666666
Wayne State University,2011-01-01,0.18482560230133044
Wayne State University,2012-01-01,0.1935483870967742
Wayne State University,2013-01-01,0.20722186076772936
Wayne State University,2014-01-01,0.21649484536082475
Wayne State University,2015-01-01,0.22727272727272727
Wayne State University,2016-01-01,0.25
Wayne State University,2017-01-01,0.25
West Virginia University,2007-01-01,0.07407407407407407
West Virginia University,2008-01-01,0.08333333333333333
West Virginia University,2009-01-01,0.09090909090909091
West Virginia University,2010-01-01,0.1
West Virginia University,2011-01-01,0.11627906976744186
West Virginia University,2012-01-01,0.125
West Virginia University,2013-01-01,0.13636363636363635
West Virginia University,2014-01-01,0.14285714285714285
West Virginia University,2015-01-01,0.14285714285714285
West Virginia University,2016-01-01,0.15714285714285714
West Virginia University,2017-01-01,0.18181818181818182
Western Washington University,2007-01-01,0.03773584905660377
Western Washington University,2008-01-01,0.05405405405405406
Western Washington University,2009-01-01,0.05798319327731093
Western Washington University,2010-01-01,0.0625
Western Washington University,2011-01-01,0.05847204438753735
Western Washington University,2012-01-01,0.08012820512820512
Western Washington University,2013-01-01,0.08333333333333333
Western Washington University,2014-01-01,0.09375
Western Washington University,2015-01-01,0.11538461538461539
Western Washington University,2016-01-01,0.125
Western Washington University,2017-01-01,0.14803370786516853
"Worcester Polytechnic
Institute",2007-01-01,0.04478609625668449
"Worcester Polytechnic
Institute",2008-01-01,0.05634920634920634
"Worcester Polytechnic
Institute",2009-01-01,0.06896551724137931
"Worcester Polytechnic
Institute",2010-01-01,0.07692307692307693
"Worcester Polytechnic
Institute",2011-01-01,0.06904761904761905
"Worcester Polytechnic
Institute",2012-01-01,0.07692307692307693
"Worcester Polytechnic
Institute",2013-01-01,0.08823529411764706
"Worcester Polytechnic
Institute",2014-01-01,0.09090909090909091
"Worcester Polytechnic
Institute",2015-01-01,0.09232954545454546
"Worcester Polytechnic
Institute",2016-01-01,0.11764705882352941
"Worcester Polytechnic
Institute",2017-01-01,0.12
Yale University,2007-01-01,0.1590909090909091
Yale University,2008-01-01,0.16666666666666666
Yale University,2009-01-01,0.18181818181818182
Yale University,2010-01-01,0.20833333333333334
Yale University,2011-01-01,0.2222222222222222
Yale University,2012-01-01,0.25
Yale University,2013-01-01,0.26666666666666666
Yale University,2014-01-01,0.27906976744186046
Yale University,2015-01-01,0.2857142857142857
Yale University,2016-01-01,0.30952380952380953
Yale University,2017-01-01,0.3333333333333333
